sample,match_id,match_date,stage,match,predicted_result,actual_result,actual_score,top1_score,top2_score,top3_score,top3_available,result_hit,top1_hit,top2_coverage_hit,top3_coverage_hit
2022,360,2022-11-28T19:00:00,Group Stage,Brazil vs Switzerland,Home Win,Home Win,1-0,3-1,,,False,True,False,False,False
2022,366,2022-11-28T22:00:00,Group Stage,Portugal vs Uruguay,Draw,Home Win,2-0,1-1,,,False,False,False,False,False
2022,325,2022-11-29T18:00:00,Group Stage,Ecuador vs Senegal,Away Win,Away Win,1-2,0-1,,,False,True,False,False,False
2022,326,2022-11-29T18:00:00,Group Stage,Netherlands vs Qatar,Home Win,Home Win,2-0,3-0,,,False,True,False,False,False
2022,331,2022-11-29T22:00:00,Group Stage,Wales vs England,Away Win,Away Win,0-3,0-1,,,False,True,False,False,False
2022,332,2022-11-29T22:00:00,Group Stage,Iran vs USA,Draw,Away Win,0-1,1-1,,,False,False,False,False,False
2022,343,2022-11-30T18:00:00,Group Stage,Australia vs Denmark,Away Win,Home Win,1-0,0-2,,,False,False,False,False,False
2022,344,2022-11-30T18:00:00,Group Stage,Tunisia vs France,Away Win,Home Win,1-0,1-2,,,False,False,False,False,False
2022,337,2022-11-30T22:00:00,Group Stage,Poland vs Argentina,Away Win,Away Win,0-2,0-2,,,False,True,True,False,False
2022,338,2022-11-30T22:00:00,Group Stage,Saudi Arabia vs Mexico,Away Win,Away Win,1-2,0-2,,,False,True,False,False,False
2022,355,2022-12-01T18:00:00,Group Stage,Croatia vs Belgium,Home Win,Draw,0-0,2-1,,,False,False,False,False,False
2022,356,2022-12-01T18:00:00,Group Stage,Canada vs Morocco,Draw,Away Win,1-2,0-0,,,False,False,False,False,False
2022,349,2022-12-01T22:00:00,Group Stage,Japan vs Spain,Away Win,Home Win,2-1,1-2,,,False,False,False,False,False
2022,350,2022-12-01T22:00:00,Group Stage,Costa Rica vs Germany,Away Win,Away Win,2-4,0-2,,,False,True,False,False,False
2022,367,2022-12-02T18:00:00,Group Stage,Ghana vs Uruguay,Away Win,Away Win,0-2,0-2,,,False,True,True,False,False
2022,368,2022-12-02T18:00:00,Group Stage,South Korea vs Portugal,Away Win,Home Win,2-1,1-3,,,False,False,False,False,False
2022,361,2022-12-02T22:00:00,Group Stage,Serbia vs Switzerland,Away Win,Away Win,2-3,0-2,,,False,True,False,False,False
2022,362,2022-12-02T22:00:00,Group Stage,Cameroon vs Brazil,Away Win,Home Win,1-0,1-2,,,False,False,False,False,False
2022,369,2022-12-03T18:00:00,Round of 16,Netherlands vs USA,Home Win,Home Win,3-1,1-0,,,False,True,False,False,False
2022,370,2022-12-03T22:00:00,Round of 16,Argentina vs Australia,Home Win,Home Win,2-1,2-1,,,False,True,True,False,False
2022,371,2022-12-04T18:00:00,Round of 16,France vs Poland,Home Win,Home Win,3-1,2-1,,,False,True,False,False,False
2022,372,2022-12-04T22:00:00,Round of 16,England vs Senegal,Home Win,Home Win,3-0,2-1,,,False,True,False,False,False
2022,373,2022-12-05T18:00:00,Round of 16,Japan vs Croatia,Away Win,Draw,1-1,0-2,,,False,False,False,False,False
2022,374,2022-12-05T22:00:00,Round of 16,Brazil vs South Korea,Home Win,Home Win,4-1,2-1,,,False,True,False,False,False
2022,375,2022-12-06T18:00:00,Round of 16,Morocco vs Spain,Away Win,Draw,0-0,1-2,,,False,False,False,False,False
2022,376,2022-12-06T22:00:00,Round of 16,Portugal vs Switzerland,Home Win,Home Win,6-1,4-2,,,False,True,False,False,False
2022,377,2022-12-09T18:00:00,Quarter-finals,Croatia vs Brazil,Away Win,Draw,0-0,1-2,,,False,False,False,False,False
2022,378,2022-12-09T22:00:00,Quarter-finals,Netherlands vs Argentina,Draw,Draw,2-2,1-1,,,False,True,False,False,False
2022,379,2022-12-10T18:00:00,Quarter-finals,Morocco vs Portugal,Away Win,Home Win,1-0,1-2,,,False,False,False,False,False
2022,380,2022-12-10T22:00:00,Quarter-finals,England vs France,Draw,Away Win,1-2,2-2,,,False,False,False,False,False
2022,381,2022-12-13T22:00:00,Semi-finals,Argentina vs Croatia,Home Win,Home Win,3-0,2-1,,,False,True,False,False,False
2022,382,2022-12-14T22:00:00,Semi-finals,France vs Morocco,Home Win,Home Win,2-0,2-0,,,False,True,True,False,False
2022,383,2022-12-17T18:00:00,Third-place match,Croatia vs Morocco,Draw,Home Win,2-1,0-0,,,False,False,False,False,False
2022,384,2022-12-18T18:00:00,Final,Argentina vs France,Draw,Draw,2-2,3-3,,,False,True,False,False,False
2026_live,1,2026-06-09T02:45:00,周一201,荷兰 vs 乌兹别克斯坦,Home Win,Home Win,2-1,1-1,1-0,2-0,True,True,False,False,False
2026_live,22,2026-06-09T03:10:00,周一202,法国 vs 北爱尔兰,Home Win,Home Win,3-1,2-0,1-1,1-0,True,True,False,False,False
2026_live,23,2026-06-09T10:00:00,周一203,秘鲁 vs 西班牙,Away Win,Away Win,1-3,0-2,0-1,1-1,True,True,False,False,False
2026_live,28,2026-06-09T19:35:00,周二201,中国 vs 泰国,Away Win,Draw,0-0,1-1,0-1,1-2,True,False,False,False,False
2026_live,29,2026-06-10T01:00:00,周二202,匈牙利 vs 哈萨克斯坦,Home Win,Home Win,3-1,1-1,1-0,2-1,True,True,False,False,False
2026_live,30,2026-06-10T08:30:00,周二203,阿根廷 vs 冰岛,Home Win,Home Win,3-0,2-0,2-1,1-0,True,True,False,False,False
2026_live,32,2026-06-11T03:45:00,周三201,葡萄牙 vs 尼日利亚,Home Win,Home Win,2-1,2-1,3-1,2-0,True,True,True,True,True
2026_live,33,2026-06-11T04:00:00,周三202,英格兰 vs 哥斯达黎加,Home Win,Home Win,3-0,3-0,2-0,3-1,True,True,True,True,True
2026_live,2,2026-06-12T03:00:00,周四001,墨西哥 vs 南非,Home Win,Home Win,2-0,2-0,2-1,3-1,True,True,True,True,True
2026_live,3,2026-06-12T10:00:00,周四002,韩国 vs 捷克,Draw,Home Win,2-1,1-1,0-0,1-2,True,False,False,False,False
2026_live,4,2026-06-13T03:00:00,周五003,加拿大 vs 波黑,Draw,Draw,1-1,1-1,0-0,1-0,True,True,True,True,True
2026_live,5,2026-06-13T09:00:00,周五004,美国 vs 巴拉圭,Home Win,Home Win,4-1,2-1,1-0,2-0,True,True,False,False,False
